hash,cls,source,name,icon,score,verts,parts,ntex,height
0x40E73,small,geometry,,,1.0,68,1,1,9.6
0x40E74,small,geometry,,,1.0,68,1,1,10.5
0x40E75,small,geometry,,,1.0,68,1,1,10.5
0x40E76,small,geometry,,,1.0,68,1,1,10.5
0x40E78,small,geometry,,,1.0,68,1,1,10.5
0x40E79,small,geometry,,,1.0,68,1,1,9.6
0x40E7A,small,geometry,,,1.0,68,1,1,9.6
0x40E7B,small,geometry,,,1.0,68,1,1,9.6
0x40E7C,small,geometry,,,1.0,68,1,1,10.5
0x40E7D,small,geometry,,,1.0,68,1,1,9.6
0x40E7E,small,geometry,,,1.0,68,1,1,10.5
0x40E7F,small,geometry,,,1.0,68,1,1,10.5
0x40E80,small,geometry,,,1.0,68,1,1,9.6
0x40E81,small,geometry,,,1.0,68,1,1,10.5
0x40E82,small,geometry,,,1.0,68,1,1,9.6
0x40E83,small,geometry,,,1.0,68,1,1,10.5
0x40E84,small,geometry,,,1.0,68,1,1,9.6
0x40E87,small,geometry,,,1.0,68,1,1,9.6
0x40E88,small,geometry,,,1.0,68,1,1,10.5
0x40E89,small,geometry,,,1.0,68,1,1,9.6
0x40E8A,small,geometry,,,1.0,68,1,1,9.6
0x40E8B,small,geometry,,,1.0,68,1,1,9.6
0x40E8C,small,geometry,,,1.0,68,1,1,9.6
0x40E8D,small,geometry,,,1.0,68,1,1,10.5
0x40E8E,small,geometry,,,1.0,68,1,1,9.6
0x40E8F,small,geometry,,,1.0,68,1,1,10.5
0x40E90,small,geometry,,,1.0,68,1,1,9.6
0x40E91,small,geometry,,,1.0,68,1,1,9.6
0x40E92,small,geometry,,,1.0,68,1,1,10.5
0x40E94,small,geometry,,,1.0,68,1,1,9.6
0x40E96,small,geometry,,,1.0,68,1,1,10.5
0x40E97,small,geometry,,,1.0,68,1,1,9.6
0x40E98,small,geometry,,,1.0,68,1,1,10.5
0x40E9A,small,geometry,,,1.0,68,1,1,10.5
0x40E9B,small,geometry,,,1.0,68,1,1,9.6
0x40E9C,item,icon,,itemIcon_265884.png,1.0,68,1,1,14.7
0x40E9E,item,icon,,itemIcon_265886.png,1.0,68,1,1,10.0
0x40EA1,item,icon,,itemIcon_265889.png,1.0,37,1,1,4.3
0x40EA3,unclear,geometry,,,1.0,289,1,3,7.6
0x40EDD,unclear,geometry,,,1.0,115,1,2,20.5
0x4344E,small,geometry,,,1.0,116,1,1,13.4
0x43450,small,geometry,,,1.0,116,1,1,13.7
0x43452,small,geometry,,,1.0,116,1,1,13.6
0x43470,item,icon,,itemIcon_275568.png,1.0,84,1,1,7.3
0x43477,unclear,geometry,,,1.0,171,1,1,5.4
0x4347C,item,icon,,itemIcon_275580.png,1.0,218,1,3,4.8
0x43481,item,icon,,itemIcon_275585.png,1.0,140,1,2,16.8
0x43484,item,icon,,itemIcon_275588.png,1.0,195,1,2,19.5
0x43487,item,icon,,itemIcon_275591.png,1.0,192,1,2,8.9
0x4348A,item,icon,,itemIcon_275594.png,1.0,154,1,2,5.2
0x4348D,unclear,geometry,,,1.0,175,1,2,20.8
0x43496,item,icon,,itemIcon_275606.png,1.0,162,1,2,13.5
0x4349C,item,icon,,itemIcon_275612.png,1.0,132,1,2,12.0
0x4349F,item,icon,,itemIcon_275615.png,1.0,231,1,2,7.6
0x434A2,item,icon,,itemIcon_275618.png,1.0,476,1,2,9.3
0x439D5,item,icon,,itemIcon_276949.png,1.0,210,1,1,25.5
0x439D6,item,icon,,itemIcon_276950.png,1.0,210,1,1,20.4
0x439DB,item,icon,,itemIcon_276955.png,1.0,170,1,1,17.7
0x439DC,item,icon,,itemIcon_276956.png,1.0,170,1,1,17.1
0x439DF,item,icon,,itemIcon_276959.png,1.0,210,1,1,23.7
0x439E0,item,icon,,itemIcon_276960.png,1.0,210,1,1,20.4
0x439E3,item,icon,,itemIcon_276963.png,1.0,170,1,1,16.9
0x439E4,item,icon,,itemIcon_276964.png,1.0,170,1,1,17.5
0x439E7,item,icon,,itemIcon_276967.png,1.0,210,1,1,23.7
0x439E8,item,icon,,itemIcon_276968.png,1.0,210,1,1,20.4
0x439EB,item,icon,,itemIcon_276971.png,1.0,170,1,1,16.9
0x439EC,item,icon,,itemIcon_276972.png,1.0,170,1,1,16.8
0x439EF,item,icon,,itemIcon_276975.png,1.0,210,1,1,23.7
0x439F0,item,icon,,itemIcon_276976.png,1.0,210,1,1,20.4
0x4257D,building,geometry,,,1.0,20,1,4,370.4
0x42E7,unclear,geometry,,,1.0,22,1,1,33.3
0x42E8,unclear,geometry,,,1.0,16,1,1,41.4
0x42E9,unclear,geometry,,,1.0,20,1,1,33.5
0x42EA,unclear,geometry,,,1.0,50,1,1,34.6
0x42EB,unclear,geometry,,,1.0,30,1,1,33.8
0x42EC,unclear,geometry,,,1.0,44,1,1,42.9
0x42ED,unclear,geometry,,,1.0,60,1,1,36.5
0x42EE,unclear,geometry,,,1.0,35,1,1,30.2
0x43051,small,geometry,,,1.0,11,1,1,10.9
0x43052,unclear,geometry,,,1.0,11,1,1,28.7
0x43440,small,geometry,,,1.0,116,1,1,14.9
0x43442,small,geometry,,,1.0,116,1,1,14.0
0x43444,small,geometry,,,1.0,116,1,1,14.5
0x43446,small,geometry,,,1.0,116,1,1,14.6
0x43448,small,geometry,,,1.0,116,1,1,14.1
0x4344A,small,geometry,,,1.0,116,1,1,14.2
0x4344C,small,geometry,,,1.0,116,1,1,14.1
0x4215,unclear,geometry,,,1.0,112,1,1,23.1
0x4218,building,geometry,,,1.0,241,1,3,1332.4
0x4228,building,geometry,,,1.0,390,1,3,1519.1
0x42395,building,geometry,,,1.0,438,1,4,80.8
0x43A3F,item,icon,,itemIcon_277055.png,1.0,131,1,2,10.0
0x43A40,item,icon,,itemIcon_277056.png,1.0,131,1,2,9.6
0x43A41,item,icon,,itemIcon_277057.png,1.0,210,1,1,23.7
0x43A42,item,icon,,itemIcon_277058.png,1.0,210,1,1,20.4
0x43A47,item,icon,,itemIcon_277063.png,1.0,170,1,1,16.9
0x43A48,item,icon,,itemIcon_277064.png,1.0,170,1,1,16.8
0x43A55,item,icon,,itemIcon_277077.png,1.0,131,1,2,10.0
0x43A56,item,icon,,itemIcon_277078.png,1.0,131,1,2,9.6
0x43A5,unclear,geometry,,,1.0,20,1,2,42.6
0x43B3D,terrain,geometry,,,1.0,72,1,1,6.4
0x43B3E,terrain,geometry,,,1.0,72,1,1,6.4
0x43B41,terrain,geometry,,,1.0,72,1,1,6.4
0x43B42,terrain,geometry,,,1.0,72,1,1,6.4
0x43B8C,item,icon,,itemIcon_277388.png,1.0,58,1,2,2.0
0x43B8F,item,icon,,itemIcon_277391.png,1.0,64,1,2,6.7
0x43B91,item,icon,,itemIcon_277393.png,1.0,68,1,1,11.1
0x43B92,item,icon,,itemIcon_277394.png,1.0,68,1,1,11.1
0x43B93,unclear,geometry,,,1.0,240,1,1,14.6
0x43B94,unclear,geometry,,,1.0,220,1,1,11.0
0x43B9A,item,icon,,itemIcon_277402.png,1.0,58,1,2,2.0
0x439F3,item,icon,,itemIcon_276979.png,1.0,170,1,1,16.9
0x439F4,item,icon,,itemIcon_276980.png,1.0,170,1,1,16.4
0x439F7,item,icon,,itemIcon_276983.png,1.0,210,1,1,23.7
0x439F8,item,icon,,itemIcon_276984.png,1.0,210,1,1,20.4
0x439FB,item,icon,,itemIcon_276987.png,1.0,170,1,1,16.9
0x439FC,item,icon,,itemIcon_276988.png,1.0,170,1,1,16.8
0x439FF,item,icon,,itemIcon_276991.png,1.0,210,1,1,23.7
0x43A00,item,icon,,itemIcon_276992.png,1.0,210,1,1,20.4
0x43A03,item,icon,,itemIcon_276995.png,1.0,170,1,1,16.9
0x43A04,item,icon,,itemIcon_276996.png,1.0,170,1,1,16.8
0x43A07,item,icon,,itemIcon_276999.png,1.0,210,1,1,23.7
0x43A08,item,icon,,itemIcon_277000.png,1.0,210,1,1,20.4
0x43A0B,item,icon,,itemIcon_277003.png,1.0,170,1,1,16.9
0x43A0C,item,icon,,itemIcon_277004.png,1.0,170,1,1,16.9
0x43A13,item,icon,,itemIcon_277011.png,1.0,131,1,2,10.0
0x43A14,item,icon,,itemIcon_277012.png,1.0,131,1,2,9.6
0x43A19,item,icon,,itemIcon_277017.png,1.0,210,1,1,23.7
0x43A1A,item,icon,,itemIcon_277018.png,1.0,210,1,1,20.4
0x43A1D,item,icon,,itemIcon_277021.png,1.0,170,1,1,16.9
0x43A1E,item,icon,,itemIcon_277022.png,1.0,170,1,1,17.2
0x43A25,item,icon,,itemIcon_277029.png,1.0,131,1,2,10.0
0x43A26,item,icon,,itemIcon_277030.png,1.0,131,1,2,9.6
0x43A33,item,icon,,itemIcon_277043.png,1.0,210,1,1,23.7
0x43A34,item,icon,,itemIcon_277044.png,1.0,210,1,1,20.4
0x43A37,item,icon,,itemIcon_277047.png,1.0,170,1,1,16.9
0x43A38,item,icon,,itemIcon_277048.png,1.0,170,1,1,15.8
0x44C90,item,icon,,itemIcon_281744.png,1.0,45,1,1,4.3
0x44C96,item,icon,,itemIcon_281750.png,1.0,68,1,1,9.1
0x44C9D,item,icon,,itemIcon_281757.png,1.0,68,1,1,11.1
0x44CA8,unclear,geometry,,,1.0,137,1,2,9.2
0x44CB,terrain,geometry,,,1.0,20,1,5,6.8
0x44E81,building,geometry,,,1.0,310,1,4,444.0
0x4523,unclear,geometry,,,1.0,20,1,2,42.6
0x452F9,item,icon,,itemIcon_283385.png,1.0,68,1,1,11.1
0x454CE,small,geometry,,,1.0,160,1,1,10.8
0x454F1,small,geometry,,,1.0,187,1,1,8.7
0x43E0,terrain,geometry,,,1.0,12,1,2,10.0
0x4421,unclear,geometry,,,1.0,81,1,1,24.1
0x442F,terrain,geometry,,,1.0,8,1,2,0.0
0x4435,small,geometry,,,1.0,8,1,2,24.7
0x4591D,unclear,geometry,,,1.0,177,1,2,15.4
0x4591E,unclear,geometry,,,1.0,450,1,2,17.2
0x4591F,small,geometry,,,1.0,116,1,2,5.0
0x45921,unclear,geometry,,,1.0,42,1,2,17.4
0x45923,small,geometry,,,1.0,318,1,2,15.9
0x45925,unclear,geometry,,,1.0,155,1,2,15.5
0x45927,unclear,geometry,,,1.0,174,1,2,20.9
0x4592A,terrain,geometry,,,1.0,146,1,3,3.7
0x4592C,unclear,geometry,,,1.0,116,1,3,12.1
0x4592D,small,geometry,,,1.0,90,1,3,13.1
0x4592E,unclear,geometry,,,1.0,101,1,3,11.2
0x4592F,terrain,geometry,,,1.0,48,1,3,4.5
0x45930,terrain,geometry,,,1.0,103,1,3,7.2
0x45931,unclear,geometry,,,1.0,275,1,3,14.7
0x45932,unclear,geometry,,,1.0,94,1,3,10.4
0x4593A,small,geometry,,,1.0,110,1,2,13.9
0x4593C,small,geometry,,,1.0,15,1,2,5.7
0x45941,small,geometry,,,1.0,14,1,1,12.3
0x45942,small,geometry,,,1.0,30,1,2,6.6
0x45945,unclear,geometry,,,1.0,181,1,3,19.8
0x45946,small,geometry,,,1.0,193,1,3,2.7
0x4594C,unclear,geometry,,,1.0,326,1,3,19.3
0x4594D,terrain,geometry,,,1.0,178,1,3,2.5
0x4594E,unclear,geometry,,,1.0,199,1,3,16.2
0x45950,unclear,geometry,,,1.0,238,1,3,24.6
0x45951,terrain,geometry,,,1.0,173,1,3,5.6
0x45952,terrain,geometry,,,1.0,189,1,3,4.0
0x45953,terrain,geometry,,,1.0,176,1,3,1.5
0x45954,terrain,geometry,,,1.0,71,1,3,4.3
0x45955,terrain,geometry,,,1.0,122,1,3,5.9
0x45956,terrain,geometry,,,1.0,103,1,3,2.0
0x45957,terrain,geometry,,,1.0,158,1,3,0.7
0x45958,item,icon,,itemIcon_285016.png,1.0,132,1,3,2.9
0x45959,unclear,geometry,,,1.0,181,1,3,11.5
0x4595A,terrain,geometry,,,1.0,247,1,3,4.6
0x4595B,unclear,geometry,,,1.0,313,1,4,9.8
0x4595D,unclear,geometry,,,1.0,189,1,5,11.2
0x45960,item,icon,,itemIcon_285024.png,1.0,114,1,2,5.3
0x45961,small,geometry,,,1.0,114,1,2,5.3
0x45962,small,geometry,,,1.0,114,1,2,5.3
0x45963,item,icon,,itemIcon_285027.png,1.0,114,1,2,5.3
0x45964,item,icon,,itemIcon_285028.png,1.0,114,1,2,5.3
0x45965,item,icon,,itemIcon_285029.png,1.0,114,1,2,5.3
0x45966,item,icon,,itemIcon_285030.png,1.0,114,1,2,5.3
0x45967,small,geometry,,,1.0,114,1,2,5.3
0x45968,small,geometry,,,1.0,114,1,2,5.3
0x45969,small,geometry,,,1.0,114,1,2,5.3
0x4596A,small,geometry,,,1.0,114,1,2,5.3
0x4596B,small,geometry,,,1.0,114,1,2,5.3
0x4596C,item,icon,,itemIcon_285036.png,1.0,114,1,2,5.3
0x4596D,item,icon,,itemIcon_285037.png,1.0,114,1,2,5.3
0x4596E,item,icon,,itemIcon_285038.png,1.0,114,1,2,5.3
0x4596F,small,geometry,,,1.0,114,1,2,5.3
0x45970,small,geometry,,,1.0,114,1,2,5.3
0x45971,small,geometry,,,1.0,114,1,2,5.3
0x45972,small,geometry,,,1.0,114,1,2,5.3
0x45973,small,geometry,,,1.0,114,1,2,5.3
0x45974,item,icon,,itemIcon_285044.png,1.0,114,1,2,5.3
0x45975,small,geometry,,,1.0,114,1,2,5.3
0x45976,small,geometry,,,1.0,114,1,2,5.3
0x45977,item,icon,,itemIcon_285047.png,1.0,114,1,2,5.3
0x45978,small,geometry,,,1.0,114,1,2,5.3
0x45979,item,icon,,itemIcon_285049.png,1.0,114,1,2,5.3
0x4597A,item,icon,,itemIcon_285050.png,1.0,114,1,2,5.3
0x4597B,small,geometry,,,1.0,114,1,2,5.3
0x4597C,item,icon,,itemIcon_285052.png,1.0,114,1,2,5.3
0x4597D,item,icon,,itemIcon_285053.png,1.0,114,1,2,5.3
0x45998,unclear,geometry,,,1.0,158,1,4,13.4
0x45999,unclear,geometry,,,1.0,158,1,4,13.4
0x459A5,terrain,geometry,,,1.0,67,1,3,1.9
0x459A6,unclear,geometry,,,1.0,122,1,3,12.5
0x459A7,terrain,geometry,,,1.0,105,1,3,8.3
0x459A9,unclear,geometry,,,1.0,85,1,3,26.2
0x459AA,unclear,geometry,,,1.0,66,1,3,27.0
0x459AE,terrain,geometry,,,1.0,109,1,3,4.9
0x459AF,terrain,geometry,,,1.0,50,1,2,3.5
0x459B1,unclear,geometry,,,1.0,219,1,2,8.5
0x459B5,terrain,geometry,,,1.0,190,1,3,3.4
0x459B6,small,geometry,,,1.0,267,1,3,16.6
0x459B7,unclear,geometry,,,1.0,363,1,3,18.6
0x459B8,terrain,geometry,,,1.0,138,1,3,6.7
0x459C3,small,geometry,,,1.0,90,1,2,0.7
0x459C4,small,geometry,,,1.0,181,1,2,11.6
0x459C5,small,geometry,,,1.0,70,1,2,3.1
0x459C6,small,geometry,,,1.0,36,1,2,12.3
0x459C7,terrain,geometry,,,1.0,274,1,2,2.0
0x44C02,item,icon,,itemIcon_281602.png,1.0,439,1,1,19.4
0x44C03,item,icon,,itemIcon_281603.png,1.0,439,1,1,14.3
0x44C04,item,icon,,itemIcon_281604.png,1.0,439,1,1,17.5
0x44C05,item,icon,,itemIcon_281605.png,1.0,439,1,1,14.3
0x44C06,item,icon,,itemIcon_281606.png,1.0,439,1,1,18.8
0x44C07,item,icon,,itemIcon_281607.png,1.0,439,1,1,14.5
0x44C08,item,icon,,itemIcon_281608.png,1.0,439,1,1,17.7
0x44C09,item,icon,,itemIcon_281609.png,1.0,439,1,1,14.9
0x44C0A,item,icon,,itemIcon_281610.png,1.0,439,1,1,18.3
0x44C0B,item,icon,,itemIcon_281611.png,1.0,439,1,1,14.9
0x44C0C,item,icon,,itemIcon_281612.png,1.0,439,1,1,17.5
0x44C0D,item,icon,,itemIcon_281613.png,1.0,439,1,1,14.9
0x44C0E,item,icon,,itemIcon_281614.png,1.0,439,1,1,16.8
0x44C0F,item,icon,,itemIcon_281615.png,1.0,439,1,1,13.7
0x44C10,item,icon,,itemIcon_281616.png,1.0,439,1,1,17.1
0x44C11,item,icon,,itemIcon_281617.png,1.0,439,1,1,14.9
0x44C12,item,icon,,itemIcon_281618.png,1.0,439,1,1,17.3
0x44C13,item,icon,,itemIcon_281619.png,1.0,439,1,1,14.6
0x44C14,item,icon,,itemIcon_281620.png,1.0,439,1,1,18.6
0x44C15,item,icon,,itemIcon_281621.png,1.0,439,1,1,14.3
0x45825,unclear,geometry,,,1.0,177,1,2,71.8
0x45870,unclear,geometry,,,1.0,230,1,4,10.7
0x458BA,small,geometry,,,1.0,45,1,1,4.3
0x458BF,small,geometry,,,1.0,80,1,1,6.8
0x458D4,item,icon,,itemIcon_284884.png,1.0,38,1,2,14.1
0x458E1,unclear,geometry,,,1.0,205,1,2,18.9
0x4590D,unclear,geometry,,,1.0,152,1,3,12.1
0x4590E,unclear,geometry,,,1.0,210,1,3,11.4
0x4590F,unclear,geometry,,,1.0,380,1,3,17.1
0x45910,unclear,geometry,,,1.0,74,1,3,24.3
0x45911,small,geometry,,,1.0,139,1,2,18.7
0x45919,unclear,geometry,,,1.0,282,1,3,16.5
0x45511,unclear,geometry,,,1.0,80,1,5,52.4
0x4551A,unclear,geometry,,,1.0,427,1,4,151.0
0x4553C,small,geometry,,,1.0,44,1,1,23.7
0x4553F,small,geometry,,,1.0,20,1,1,21.8
0x456B,building,geometry,,,1.0,201,1,3,429.5
0x457C0,building,geometry,,,1.0,169,1,2,378.6
0x457C5,building,geometry,,,1.0,149,1,2,270.5
0x457D3,terrain,geometry,,,1.0,24,1,2,7.1
0x457F0,building,geometry,,,1.0,256,1,4,797.4
0x457F1,building,geometry,,,1.0,222,1,4,515.3
0x457F5,unclear,geometry,,,1.0,126,1,4,47.8
0x459C8,terrain,geometry,,,1.0,193,1,3,2.1
0x459C9,item,icon,,itemIcon_285129.png,1.0,259,1,3,14.2
0x459CD,unclear,geometry,,,1.0,326,1,3,25.2
0x459CF,small,geometry,,,1.0,25,1,2,11.1
0x45EE2,building,geometry,,,1.0,108,1,3,139.0
0x45EE9,building,geometry,,,1.0,123,1,3,285.5
0x45EEC,unclear,geometry,,,1.0,30,1,2,31.1
0x45EED,unclear,geometry,,,1.0,22,1,2,31.2
0x45F00,building,geometry,,,1.0,124,1,2,409.0
0x45E82,unclear,geometry,,,1.0,89,1,3,142.3
0x45E87,unclear,geometry,,,1.0,89,1,3,142.3
0x45E91,building,geometry,,,1.0,34,1,4,34.5
0x45E92,unclear,geometry,,,1.0,136,1,2,29.1
0x45E94,unclear,geometry,,,1.0,98,1,2,21.8
0x45E95,terrain,geometry,,,1.0,92,1,2,7.0
0x45E9D,unclear,geometry,,,1.0,44,1,2,71.0
0x45E9F,unclear,geometry,,,1.0,91,1,2,21.8
0x45EA6,building,geometry,,,1.0,24,1,4,459.7
0x45F15,building,geometry,,,1.0,72,1,4,2579.4
0x45F1F,building,geometry,,,1.0,72,1,4,1279.5
0x45F23,unclear,geometry,,,1.0,56,1,4,68.9
0x45F24,building,geometry,,,1.0,61,1,4,89.4
0x45F33,unclear,geometry,,,1.0,64,1,1,114.7
0x45F3B,building,geometry,,,1.0,84,1,1,82.9
0x45F3C,unclear,geometry,,,1.0,80,1,1,93.0
0x45F3D,unclear,geometry,,,1.0,100,1,1,89.5
0x45F89,unclear,geometry,,,1.0,190,1,2,33.7
0x45F8F,building,geometry,,,1.0,24,1,3,432.8
0x45F93,building,geometry,,,1.0,68,1,2,1041.3
0x45F94,building,geometry,,,1.0,221,1,2,398.4
0x45F9C,building,geometry,,,1.0,108,1,3,139.0
0x45F9F,unclear,geometry,,,1.0,108,1,2,51.5
0x45FA3,unclear,geometry,,,1.0,116,1,2,41.7
0x45FAC,building,geometry,,,1.0,207,1,4,256.1
0x45FAD,building,geometry,,,1.0,301,1,4,1171.7
0x45FB0,building,geometry,,,1.0,273,1,4,379.2
0x45FB1,unclear,geometry,,,1.0,131,1,4,173.6
0x45FBA,building,geometry,,,1.0,72,1,3,818.4
0x45FE2,building,geometry,,,1.0,130,1,4,588.6
0x45FE3,building,geometry,,,1.0,120,1,4,581.3
0x45FE7,building,geometry,,,1.0,133,1,4,604.9
0x45FE8,building,geometry,,,1.0,106,1,4,416.7
0x45FE9,building,geometry,,,1.0,112,1,4,1004.8
0x45FEA,building,geometry,,,1.0,133,1,4,580.8
0x45FEB,building,geometry,,,1.0,300,1,4,1174.5
0x45FFE,building,geometry,,,1.0,333,1,4,669.5
0x46008,building,geometry,,,1.0,72,1,4,534.4
0x46009,building,geometry,,,1.0,162,1,4,2030.2
0x4600A,building,geometry,,,1.0,179,1,4,2411.4
0x4600,small,geometry,,,1.0,20,1,2,1.4
0x4601,terrain,geometry,,,1.0,20,1,2,6.8
0x46026,building,geometry,,,1.0,161,1,4,1868.3
0x4602E,building,geometry,,,1.0,116,1,4,712.0
0x46031,building,geometry,,,1.0,311,1,4,459.1
0x45F50,building,geometry,,,1.0,349,1,4,7013.4
0x45F51,unclear,geometry,,,1.0,36,1,4,26.5
0x45F53,unclear,geometry,,,1.0,29,1,4,31.0
0x45F55,unclear,geometry,,,1.0,27,1,4,41.7
0x45F57,building,geometry,,,1.0,96,1,4,89.4
0x45F5D,terrain,geometry,,,1.0,17,1,2,11.4
0x45F74,building,geometry,,,1.0,44,1,4,969.5
0x45F80,terrain,geometry,,,1.0,90,1,2,7.0
0x45F81,terrain,geometry,,,1.0,52,1,2,4.3
0x45F88,unclear,geometry,,,1.0,198,1,2,43.2
0x460DD,building,geometry,,,1.0,226,1,1,52.2
0x460E9,building,geometry,,,1.0,276,1,1,43.5
0x46195,unclear,geometry,,,1.0,200,1,2,78.8
0x46196,building,geometry,,,1.0,72,1,3,818.4
0x46197,building,geometry,,,1.0,72,1,3,818.4
0x4619E,unclear,geometry,,,1.0,168,1,3,84.0
0x4619F,unclear,geometry,,,1.0,323,1,3,81.0
0x461A5,unclear,geometry,,,1.0,204,1,3,140.4
0x461A6,unclear,geometry,,,1.0,159,1,3,116.6
0x461A7,unclear,geometry,,,1.0,170,1,3,104.7
0x461AB,unclear,geometry,,,1.0,16,1,2,45.3
0x461AC,unclear,geometry,,,1.0,16,1,2,53.7
0x461AF,unclear,geometry,,,1.0,16,1,2,42.2
0x461B0,unclear,geometry,,,1.0,16,1,2,54.1
0x461B3,unclear,geometry,,,1.0,16,1,2,34.8
0x461B4,unclear,geometry,,,1.0,16,1,2,54.1
0x461B5,unclear,geometry,,,1.0,161,1,3,106.8
0x461B6,unclear,geometry,,,1.0,122,1,3,67.6
0x461B7,unclear,geometry,,,1.0,43,1,3,53.7
0x461B8,building,geometry,,,1.0,181,1,3,341.6
0x461B9,building,geometry,,,1.0,93,1,3,390.6
0x461BA,building,geometry,,,1.0,46,1,3,288.9
0x461DF,building,geometry,,,1.0,318,1,3,158.0
0x461E0,unclear,geometry,,,1.0,106,1,3,148.1
0x461E1,unclear,geometry,,,1.0,64,1,3,113.8
0x461E4,unclear,geometry,,,1.0,16,1,2,47.2
0x461E5,unclear,geometry,,,1.0,16,1,2,60.0
0x461EB,building,geometry,,,1.0,141,1,3,292.1
0x461EC,building,geometry,,,1.0,114,1,3,282.8
0x461ED,building,geometry,,,1.0,86,1,3,273.4
0x461EE,building,geometry,,,1.0,80,1,3,198.4
0x46221,unclear,geometry,,,1.0,138,1,1,29.9
0x46224,building,geometry,,,1.0,96,1,1,43.8
0x46234,building,geometry,,,1.0,38,1,3,96.5
0x46249,building,geometry,,,1.0,433,1,4,313.8
0x4624A,building,geometry,,,1.0,106,1,4,367.1
0x4624C,building,geometry,,,1.0,102,1,4,473.3
0x4624D,building,geometry,,,1.0,173,1,4,156.2
0x4624E,building,geometry,,,1.0,496,1,4,1632.3
0x4628F,unclear,geometry,,,1.0,155,1,1,22.7
0x46290,building,geometry,,,1.0,153,1,4,237.1
0x46291,building,geometry,,,1.0,111,1,4,516.8
0x46292,building,geometry,,,1.0,44,1,4,142.7
0x462A8,building,geometry,,,1.0,360,1,4,883.3
0x462A9,building,geometry,,,1.0,328,1,4,2367.9
0x462AB,building,geometry,,,1.0,183,1,4,262.9
0x462B9,unclear,geometry,,,1.0,95,1,3,54.8
0x462BA,unclear,geometry,,,1.0,405,1,3,63.6
0x462BD,unclear,geometry,,,1.0,478,1,1,154.8
0x462BF,unclear,geometry,,,1.0,61,1,2,56.3
0x462C1,unclear,geometry,,,1.0,50,1,2,49.5
0x462C2,unclear,geometry,,,1.0,81,1,2,40.1
0x462C3,unclear,geometry,,,1.0,29,1,2,40.1
0x462C8,unclear,geometry,,,1.0,16,1,2,34.8
0x462CB,unclear,geometry,,,1.0,16,1,2,54.1
0x462CE,unclear,geometry,,,1.0,16,1,2,34.8
0x462CF,unclear,geometry,,,1.0,16,1,2,54.1
0x462D0,unclear,geometry,,,1.0,16,1,2,34.8
0x462D1,unclear,geometry,,,1.0,16,1,2,54.1
0x462D2,unclear,geometry,,,1.0,29,1,3,27.8
0x462D3,unclear,geometry,,,1.0,29,1,3,42.4
0x462D4,unclear,geometry,,,1.0,89,1,3,19.2
0x462D5,unclear,geometry,,,1.0,51,1,3,13.0
0x462EE,unclear,geometry,,,1.0,67,1,2,64.6
0x462EF,unclear,geometry,,,1.0,76,1,2,64.6
0x462F2,unclear,geometry,,,1.0,445,1,3,64.7
0x462F3,unclear,geometry,,,1.0,95,1,3,52.0
0x462F7,unclear,geometry,,,1.0,405,1,3,63.6
0x46306,building,geometry,,,1.0,108,1,3,409.2
0x46313,building,geometry,,,1.0,66,1,4,312.1
0x46316,building,geometry,,,1.0,183,1,4,262.9
0x4631B,building,geometry,,,1.0,120,1,4,572.8
0x4631C,building,geometry,,,1.0,111,1,4,516.8
0x46327,building,geometry,,,1.0,262,1,4,328.8
0x46328,building,geometry,,,1.0,273,1,4,379.2
0x46329,building,geometry,,,1.0,36,1,3,358.7
0x4632C,building,geometry,,,1.0,69,1,4,327.5
0x4632D,building,geometry,,,1.0,153,1,4,237.1
0x4632F,building,geometry,,,1.0,120,1,4,567.7
0x46332,building,geometry,,,1.0,106,1,4,791.1
0x46333,building,geometry,,,1.0,305,1,4,245.5
0x46336,building,geometry,,,1.0,109,1,4,601.9
0x4633B,building,geometry,,,1.0,438,1,4,3165.0
0x46346,building,geometry,,,1.0,334,1,4,2367.9
0x4634D,unclear,geometry,,,1.0,407,1,3,150.3
0x46353,building,geometry,,,1.0,335,1,4,201.7
0x46356,unclear,geometry,,,1.0,145,1,3,143.7
0x46357,unclear,geometry,,,1.0,173,1,4,96.7
0x4635A,unclear,geometry,,,1.0,145,1,3,154.7
0x4635B,unclear,geometry,,,1.0,121,1,3,108.4
0x4635C,building,geometry,,,1.0,108,1,4,416.7
0x46365,building,geometry,,,1.0,456,1,4,891.5
0x46366,building,geometry,,,1.0,112,1,4,1004.8
0x46038,building,geometry,,,1.0,206,1,4,2804.1
0x4604D,building,geometry,,,1.0,81,1,4,1522.0
0x4605B,building,geometry,,,1.0,461,1,3,2281.5
0x46060,building,geometry,,,1.0,231,1,3,287.1
0x46065,building,geometry,,,1.0,154,1,4,624.8
0x4606A,unclear,geometry,,,1.0,192,1,4,47.3
0x4606B,unclear,geometry,,,1.0,72,1,4,30.6
0x4606D,building,geometry,,,1.0,193,1,3,2230.5
0x4606E,building,geometry,,,1.0,74,1,4,616.3
0x4606F,building,geometry,,,1.0,124,1,4,246.3
0x46070,building,geometry,,,1.0,220,1,3,2281.5
0x46075,building,geometry,,,1.0,312,1,4,868.8
0x46076,building,geometry,,,1.0,312,1,4,868.8
0x46077,building,geometry,,,1.0,191,1,4,2142.2
0x4607F,building,geometry,,,1.0,72,1,3,818.4
0x46080,building,geometry,,,1.0,108,1,3,409.2
0x46083,building,geometry,,,1.0,497,1,4,519.0
