file,name,wiki,categories
The_Windcatcher.png,The Windcatcher,https://wiki.guildwars.com/wiki/The_Windcatcher,ArenaNet weapon icons|Unique focus icons
The_Windcutter.png,The Windcutter,https://wiki.guildwars.com/wiki/The_Windcutter,ArenaNet weapon icons|Unique sword icons
The_Wingshielder.png,The Wingshielder,https://wiki.guildwars.com/wiki/The_Wingshielder,ArenaNet weapon icons|Unique staff icons
The_Yakslapper.png,The Yakslapper,https://wiki.guildwars.com/wiki/The_Yakslapper,ArenaNet weapon icons|Unique staff icons
Thorgall's_Shield.png,Thorgall's Shield,https://wiki.guildwars.com/wiki/Thorgall%27s_Shield,ArenaNet weapon icons|Unique shield icons
Thorgall's_Stone_Smasher.png,Thorgall's Stone Smasher,https://wiki.guildwars.com/wiki/Thorgall%27s_Stone_Smasher,ArenaNet weapon icons|Unique hammer icons
Thornbeard's_Horned_Bow.png,Thornbeard's Horned Bow,https://wiki.guildwars.com/wiki/Thornbeard%27s_Horned_Bow,ArenaNet weapon icons|Unique bow icons
Thorny_Carapace.png,Thorny Carapace,https://wiki.guildwars.com/wiki/Thorny_Carapace,ArenaNet item icons|Trophy icons
Thunderfist's_Brass_Knuckles.png,Thunderfist's Brass Knuckles,https://wiki.guildwars.com/wiki/Thunderfist%27s_Brass_Knuckles,ArenaNet images|Dagger icons
Tidal_Staff.png,Tidal Staff,https://wiki.guildwars.com/wiki/Tidal_Staff,ArenaNet images|Staff icons
Tiger's_Pride.png,Tiger's Pride,https://wiki.guildwars.com/wiki/Tiger%27s_Pride,ArenaNet weapon icons|Focus icons|Promotional weapon icons
Tiger's_Roar.png,Tiger's Roar,https://wiki.guildwars.com/wiki/Tiger%27s_Roar,ArenaNet weapon icons|Focus icons|Promotional weapon icons
Tin_Dao's_Staff.png,Tin Dao's Staff,https://wiki.guildwars.com/wiki/Tin_Dao%27s_Staff,ArenaNet weapon icons|Unique staff icons
Tinted_Spectacles.png,Tinted Spectacles,https://wiki.guildwars.com/wiki/Tinted_Spectacles,ArenaNet armor icons|Common armor icons
Titan_Gemstone.png,Titan Gemstone,https://wiki.guildwars.com/wiki/Titan_Gemstone,ArenaNet images|Quest item icons
Togo's_Ultimatum_(item).png,Togo's Ultimatum,https://wiki.guildwars.com/wiki/Togo%27s_Ultimatum,ArenaNet images|Quest item icons
Token_of_Janthir.png,Token of Janthir,https://wiki.guildwars.com/wiki/Token_of_Janthir,ArenaNet images|Items with shared icons|Quest item icons
Top_Left_Map_Piece.png,Top Left Map Piece,https://wiki.guildwars.com/wiki/Top_Left_Map_Piece,ArenaNet images|Quest item icons
Top_Right_Map_Piece.png,Top Right Map Piece,https://wiki.guildwars.com/wiki/Top_Right_Map_Piece,ArenaNet images|Quest item icons
Topaz_Crest.png,Topaz Crest,https://wiki.guildwars.com/wiki/Topaz_Crest,ArenaNet icons|Trophy icons
Topaz_Scepter.png,Topaz Scepter,https://wiki.guildwars.com/wiki/Topaz_Scepter,ArenaNet images|Wand icons
Toriimo's_Torch.png,Toriimo's Torch,https://wiki.guildwars.com/wiki/Toriimo%27s_Torch,ArenaNet weapon icons|Unique staff icons
Torment_Gemstone.png,Torment Gemstone,https://wiki.guildwars.com/wiki/Torment_Gemstone,ArenaNet images|Quest item icons
Tormented_Axe.png,Tormented Axe,https://wiki.guildwars.com/wiki/Tormented_Axe,ArenaNet images|Axe icons
Tormented_Daggers.png,Tormented Daggers,https://wiki.guildwars.com/wiki/Tormented_Daggers,ArenaNet images|Dagger icons
Tormented_Flatbow.png,Tormented Flatbow,https://wiki.guildwars.com/wiki/Tormented_Flatbow,ArenaNet images|Bow icons
Tormented_Focus.png,Tormented Focus,https://wiki.guildwars.com/wiki/Tormented_Focus,ArenaNet images|Focus icons
Tormented_Hornbow.png,Tormented Hornbow,https://wiki.guildwars.com/wiki/Tormented_Hornbow,ArenaNet images|Bow icons
Tormented_Longbow.png,Tormented Longbow,https://wiki.guildwars.com/wiki/Tormented_Longbow,ArenaNet images|Bow icons
Tormented_Maul.png,Tormented Maul,https://wiki.guildwars.com/wiki/Tormented_Maul,ArenaNet images|Hammer icons
Tormented_Recurve_Bow.png,Tormented Recurve Bow,https://wiki.guildwars.com/wiki/Tormented_Recurve_Bow,ArenaNet images|Bow icons
Tormented_Scepter.png,Tormented Scepter,https://wiki.guildwars.com/wiki/Tormented_Scepter,ArenaNet images|Wand icons
Tormented_Scythe.png,Tormented Scythe,https://wiki.guildwars.com/wiki/Tormented_Scythe,ArenaNet images|Scythe icons
Tormented_Shield.png,Tormented Shield,https://wiki.guildwars.com/wiki/Tormented_Shield,ArenaNet images|Shield icons
Tormented_Shortbow.png,Tormented Shortbow,https://wiki.guildwars.com/wiki/Tormented_Shortbow,ArenaNet images|Bow icons
Tormented_Spear.png,Tormented Spear,https://wiki.guildwars.com/wiki/Tormented_Spear,ArenaNet images|Spear icons
Tormented_Staff.png,Tormented Staff,https://wiki.guildwars.com/wiki/Tormented_Staff,ArenaNet images|Staff icons
Tormented_Sword.png,Tormented Sword,https://wiki.guildwars.com/wiki/Tormented_Sword,ArenaNet images|Sword icons
Toshau's_Spear.png,Toshau's Spear,https://wiki.guildwars.com/wiki/Toshau%27s_Spear,ArenaNet weapon icons|Unique spear icons
Totem_Axe.png,Totem Axe,https://wiki.guildwars.com/wiki/Totem_Axe,ArenaNet weapon icons|Unique axe icons
Tower_Shield.png,Tower Shield,https://wiki.guildwars.com/wiki/Tower_Shield,ArenaNet images|Shield icons
Trade_Contract.png,Trade Contract,https://wiki.guildwars.com/wiki/Trade_Contract,ArenaNet item icons|Reward trophy icons
Transmogrifier_Tonic.png,Transmogrifier Tonic,https://wiki.guildwars.com/wiki/Transmogrifier_Tonic,ArenaNet item icons|Halloween images|Regular tonic icons
Transmogrifier_Tonic_historical.png,Transmogrifier Tonic historical,,ArenaNet item icons|Halloween images|Regular tonic icons
Trapdoor_Tonic.png,Trapdoor Tonic,https://wiki.guildwars.com/wiki/Trapdoor_Tonic,ArenaNet item icons|Regular tonic icons
Treated_Hides.png,Treated Hides,https://wiki.guildwars.com/wiki/Treated_Hides,ArenaNet images|Quest item icons
Tribal_Axe.png,Tribal Axe,https://wiki.guildwars.com/wiki/Tribal_Axe,ArenaNet images|Axe icons
Tribal_Blade.png,Tribal Blade,https://wiki.guildwars.com/wiki/Tribal_Blade,ArenaNet images|Sword icons
Tribal_Shield_(crude).png,Tribal Shield (crude),https://wiki.guildwars.com/wiki/Tribal_Shield_%28crude%29,ArenaNet images|Shield icons
Tribal_Shield_(effigy).png,Tribal Shield (effigy),https://wiki.guildwars.com/wiki/Tribal_Shield_%28effigy%29,ArenaNet images|Shield icons
Tribal_Spear.png,Tribal Spear,https://wiki.guildwars.com/wiki/Tribal_Spear,ArenaNet images|Spear icons
Trick-or-Treat_Bag.png,Trick-or-Treat Bag,https://wiki.guildwars.com/wiki/Trick-or-Treat_Bag,ArenaNet item icons|Halloween images|Present icons
Tricorne.png,Tricorne,https://wiki.guildwars.com/wiki/Tricorne,ArenaNet armor icons|Festival Hat icons|Halloween images
True_Sight_of_Kormir_f.png,True Sight of Kormir f,,ArenaNet armor icons|Costume icons
True_Sight_of_Kormir_m.png,True Sight of Kormir m,,ArenaNet armor icons|Costume icons
Truffle.png,Truffle,https://wiki.guildwars.com/wiki/Truffle,ArenaNet images|Trophy icons
Truncheon.png,Truncheon,https://wiki.guildwars.com/wiki/Truncheon,ArenaNet images|Wand icons
Tundoss'_Shortbow.png,Tundoss' Shortbow,https://wiki.guildwars.com/wiki/Tundoss%27_Shortbow,ArenaNet weapon icons|Unique bow icons
Turai's_Sword.png,Turai's Sword,https://wiki.guildwars.com/wiki/Turai%27s_Sword,ArenaNet images|Sword icons
Tureksin's_Spear.png,Tureksin's Spear,https://wiki.guildwars.com/wiki/Tureksin%27s_Spear,ArenaNet weapon icons|Unique spear icons
Turep's_Spear.png,Turep's Spear,https://wiki.guildwars.com/wiki/Turep%27s_Spear,ArenaNet weapon icons|Unique spear icons
Turquoise_Staff.png,Turquoise Staff,https://wiki.guildwars.com/wiki/Turquoise_Staff,ArenaNet images|Staff icons
Turtle_Shell_Longbow.png,Turtle Shell Longbow,https://wiki.guildwars.com/wiki/Turtle_Shell_Longbow,ArenaNet images|Bow icons
Twin_Hammer.png,Twin Hammer,https://wiki.guildwars.com/wiki/Twin_Hammer,ArenaNet images|Hammer icons
Twin_Serpent_Staff.png,Twin Serpent Staff,https://wiki.guildwars.com/wiki/Twin_Serpent_Staff,ArenaNet images|Staff icons
Uhiwi's_Shortbow.png,Uhiwi's Shortbow,https://wiki.guildwars.com/wiki/Uhiwi%27s_Shortbow,ArenaNet weapon icons|Unique bow icons
Umbral_Eye.png,Umbral Eye,https://wiki.guildwars.com/wiki/Umbral_Eye,ArenaNet images|Trophy icons
Umbral_Shell.png,Umbral Shell,https://wiki.guildwars.com/wiki/Umbral_Shell,ArenaNet images|Trophy icons
Umbral_Skeletal_Limb.png,Umbral Skeletal Limb,https://wiki.guildwars.com/wiki/Umbral_Skeletal_Limb,ArenaNet images|Trophy icons
Unctuous_Remains.png,Unctuous Remains,https://wiki.guildwars.com/wiki/Unctuous_Remains,ArenaNet images|Trophy icons
Undead_Axe.png,Undead Axe,https://wiki.guildwars.com/wiki/Undead_Axe,ArenaNet images|Axe icons
Undead_Bone.png,Undead Bone,https://wiki.guildwars.com/wiki/Undead_Bone,ArenaNet images|Trophy icons
Undead_Daggers.png,Undead Daggers,https://wiki.guildwars.com/wiki/Undead_Daggers,ArenaNet images|Dagger icons
Undead_Flatbow.png,Undead Flatbow,https://wiki.guildwars.com/wiki/Undead_Flatbow,ArenaNet images|Bow icons
Undead_Focus.png,Undead Focus,https://wiki.guildwars.com/wiki/Undead_Focus,ArenaNet images|Focus icons
Undead_Hornbow.png,Undead Hornbow,https://wiki.guildwars.com/wiki/Undead_Hornbow,ArenaNet images|Bow icons
Undead_Longbow.png,Undead Longbow,https://wiki.guildwars.com/wiki/Undead_Longbow,ArenaNet weapon icons|Bow icons
Undead_Maul.png,Undead Maul,https://wiki.guildwars.com/wiki/Undead_Maul,ArenaNet images|Hammer icons
Undead_Recurve_Bow.png,Undead Recurve Bow,https://wiki.guildwars.com/wiki/Undead_Recurve_Bow,ArenaNet weapon icons|Bow icons
Undead_Scepter.png,Undead Scepter,https://wiki.guildwars.com/wiki/Undead_Scepter,ArenaNet images|Wand icons
Undead_Scythe.png,Undead Scythe,https://wiki.guildwars.com/wiki/Undead_Scythe,ArenaNet images|Scythe icons
Undead_Shield.png,Undead Shield,https://wiki.guildwars.com/wiki/Undead_Shield,ArenaNet images|Shield icons
Undead_Shortbow.png,Undead Shortbow,https://wiki.guildwars.com/wiki/Undead_Shortbow,ArenaNet weapon icons|Bow icons
Undead_Spear.png,Undead Spear,https://wiki.guildwars.com/wiki/Undead_Spear,ArenaNet weapon icons|Spear icons
Undead_Staff.png,Undead Staff,https://wiki.guildwars.com/wiki/Undead_Staff,ArenaNet images|Staff icons
Undead_Sword.png,Undead Sword,https://wiki.guildwars.com/wiki/Undead_Sword,ArenaNet images|Sword icons
Ungues_of_the_Forgotten.png,Ungues of the Forgotten,https://wiki.guildwars.com/wiki/Ungues_of_the_Forgotten,ArenaNet weapon icons|Unique dagger icons
Ungues_of_the_Oni.png,Ungues of the Oni,https://wiki.guildwars.com/wiki/Ungues_of_the_Oni,ArenaNet weapon icons|Unique dagger icons
Ungula_Axe.png,Ungula Axe,https://wiki.guildwars.com/wiki/Ungula_Axe,ArenaNet images|Axe icons
Unholy_Staff.png,Unholy Staff,https://wiki.guildwars.com/wiki/Unholy_Staff,ArenaNet images|Staff icons
Unicorn's_Wrath.png,Unicorn's Wrath,https://wiki.guildwars.com/wiki/Unicorn%27s_Wrath,ArenaNet weapon icons
Unnatural_Seed.png,Unnatural Seed,https://wiki.guildwars.com/wiki/Unnatural_Seed,ArenaNet images|Trophy icons
Unseen_Tonic.png,Unseen Tonic,https://wiki.guildwars.com/wiki/Unseen_Tonic,ArenaNet item icons|Regular tonic icons
Urgoz's_Flatbow.png,Urgoz's Flatbow,https://wiki.guildwars.com/wiki/Urgoz%27s_Flatbow,ArenaNet weapon icons|Unique bow icons
Urgoz's_Longbow.png,Urgoz's Longbow,https://wiki.guildwars.com/wiki/Urgoz%27s_Longbow,ArenaNet weapon icons|Unique bow icons
Urgoz's_Shortbow.png,Urgoz's Shortbow,https://wiki.guildwars.com/wiki/Urgoz%27s_Shortbow,ArenaNet weapon icons|Unique bow icons
Urkal's_Kamas.png,Urkal's Kamas,https://wiki.guildwars.com/wiki/Urkal%27s_Kamas,ArenaNet weapon icons|Unique dagger icons
Vaettir_Essence.png,Vaettir Essence,https://wiki.guildwars.com/wiki/Vaettir_Essence,ArenaNet images|Trophy icons
Vah's_Hornbow.png,Vah's Hornbow,https://wiki.guildwars.com/wiki/Vah%27s_Hornbow,ArenaNet weapon icons|Unique bow icons
Vahlen's_Vow.png,Vahlen's Vow,https://wiki.guildwars.com/wiki/Vahlen%27s_Vow,ArenaNet weapon icons|Unique scythe icons
Vampiric_Dragon_Sword.png,Vampiric Dragon Sword,https://wiki.guildwars.com/wiki/Vampiric_Dragon_Sword,Screenshots|Sword icons
Vampiric_Fang.png,Vampiric Fang,https://wiki.guildwars.com/wiki/Vampiric_Fang,ArenaNet images|Trophy icons
Vanahk's_Staff.png,Vanahk's Staff,https://wiki.guildwars.com/wiki/Vanahk%27s_Staff,ArenaNet weapon icons|Unique staff icons
Vanguard_Eggnog.png,Vanguard Eggnog,https://wiki.guildwars.com/wiki/Vanguard_Eggnog,ArenaNet images|Quest item icons|Wintersday images
Vanguard_Equipment_(item).png,Vanguard Equipment,https://wiki.guildwars.com/wiki/Vanguard_Equipment,ArenaNet images|Quest item icons
Vekk_Eye.png,Vekk Eye,,ArenaNet armor icons|Hero armor icons
Vekk_Gloves.png,Vekk Gloves,,ArenaNet armor icons|Hero armor icons
Vekk_Leggings.png,Vekk Leggings,,ArenaNet armor icons|Hero armor icons
Vekk_Robes.png,Vekk Robes,,ArenaNet armor icons|Hero armor icons
Vekk_Shoes.png,Vekk Shoes,,ArenaNet armor icons|Hero armor icons
Vengeance_Seeker.png,Vengeance Seeker,https://wiki.guildwars.com/wiki/Vengeance_Seeker,ArenaNet weapon icons|Unique wand icons
Vera.png,Vera,https://wiki.guildwars.com/wiki/Vera,ArenaNet weapon icons|Unique hammer icons
Vermin_Hide.png,Vermin Hide,https://wiki.guildwars.com/wiki/Vermin_Hide,ArenaNet images|Trophy icons
Vertebreaker.png,Vertebreaker,https://wiki.guildwars.com/wiki/Vertebreaker,ArenaNet images|Sword icons
Vial_of_Absinthe.png,Vial of Absinthe,https://wiki.guildwars.com/wiki/Vial_of_Absinthe,Alcohol icons|ArenaNet item icons|Halloween images
Victo's_Battle_Axe.png,Victo's Battle Axe,https://wiki.guildwars.com/wiki/Victo%27s_Battle_Axe,ArenaNet weapon icons|Unique axe icons
Victo's_Blade.png,Victo's Blade,https://wiki.guildwars.com/wiki/Victo%27s_Blade,ArenaNet weapon icons|Unique sword icons
Victo's_Bulwark.png,Victo's Bulwark,https://wiki.guildwars.com/wiki/Victo%27s_Bulwark,ArenaNet weapon icons|Unique shield icons
Victo's_Maul.png,Victo's Maul,https://wiki.guildwars.com/wiki/Victo%27s_Maul,ArenaNet weapon icons|Unique hammer icons
Victory_Token.png,Victory Token,https://wiki.guildwars.com/wiki/Victory_Token,ArenaNet item icons|Dragon Festival images|Reward trophy icons
Villnar's_Claw.png,Villnar's Claw,https://wiki.guildwars.com/wiki/Villnar%27s_Claw,ArenaNet weapon icons|Unique wand icons
Villnar's_Glove.png,Villnar's Glove,https://wiki.guildwars.com/wiki/Villnar%27s_Glove,ArenaNet weapon icons|Unique focus icons
Villnar's_Staff.png,Villnar's Staff,https://wiki.guildwars.com/wiki/Villnar%27s_Staff,ArenaNet weapon icons|Unique staff icons
Violet_Edge.png,Violet Edge,https://wiki.guildwars.com/wiki/Violet_Edge,ArenaNet images|Sword icons
Vision_of_Lyssa_f.png,Vision of Lyssa f,,ArenaNet armor icons|Costume icons
Vision_of_Lyssa_m.png,Vision of Lyssa m,,ArenaNet armor icons|Costume icons
Vokur's_Cane.png,Vokur's Cane,https://wiki.guildwars.com/wiki/Vokur%27s_Cane,ArenaNet weapon icons|Unique wand icons
Vokur's_Chakram.png,Vokur's Chakram,https://wiki.guildwars.com/wiki/Vokur%27s_Chakram,ArenaNet weapon icons|Unique focus icons
Vokur's_Staff.png,Vokur's Staff,https://wiki.guildwars.com/wiki/Vokur%27s_Staff,ArenaNet weapon icons|Unique staff icons
Voltaic_Wand.png,Voltaic Wand,https://wiki.guildwars.com/wiki/Voltaic_Wand,ArenaNet images|Wand icons
Votive_Candle.png,Votive Candle,https://wiki.guildwars.com/wiki/Votive_Candle,ArenaNet item icons|Items with shared icons|Quest item icons
Votive_Candle_(pre-Searing).png,Votive Candle (pre-Searing),https://wiki.guildwars.com/wiki/Votive_Candle_%28pre-Searing%29,ArenaNet item icons|Items with shared icons|Quest item icons
Vulnero's_Curse.png,Vulnero's Curse,https://wiki.guildwars.com/wiki/Vulnero%27s_Curse,ArenaNet weapon icons|Unique wand icons
Wahli's_Blade.png,Wahli's Blade,https://wiki.guildwars.com/wiki/Wahli%27s_Blade,ArenaNet weapon icons|Unique sword icons
Wailing_Staff.png,Wailing Staff,https://wiki.guildwars.com/wiki/Wailing_Staff,ArenaNet images|Staff icons
Wailing_Wand.png,Wailing Wand,https://wiki.guildwars.com/wiki/Wailing_Wand,ArenaNet images|Wand icons
Wandalz's_Refuge.png,Wandalz's Refuge,https://wiki.guildwars.com/wiki/Wandalz%27s_Refuge,ArenaNet weapon icons|Unique shield icons
War_Axe.png,War Axe,https://wiki.guildwars.com/wiki/War_Axe,ArenaNet images|Axe icons
War_Hammer_(Krytan).png,War Hammer (Krytan),https://wiki.guildwars.com/wiki/War_Hammer_%28Krytan%29,ArenaNet images|Hammer icons
War_Hammer_(Trouble_in_the_Woods).png,War Hammer (Trouble in the Woods),https://wiki.guildwars.com/wiki/War_Hammer_%28Trouble_in_the_Woods%29,ArenaNet weapon icons
War_Hammer_(ball).png,War Hammer (ball),https://wiki.guildwars.com/wiki/War_Hammer_%28ball%29,ArenaNet images|Hammer icons
War_Hammer_(dwarven).png,War Hammer (dwarven),https://wiki.guildwars.com/wiki/War_Hammer_%28dwarven%29,ArenaNet weapon icons|Hammer icons
War_Hammer_(magmas).png,War Hammer (magmas),,ArenaNet images|Hammer icons
War_Hammer_(ram).png,War Hammer (ram),https://wiki.guildwars.com/wiki/War_Hammer_%28ram%29,ArenaNet images|Hammer icons
War_Hammer_(spiked).png,War Hammer (spiked),https://wiki.guildwars.com/wiki/War_Hammer_%28spiked%29,ArenaNet images|Hammer icons
War_Machine_Plans.png,War Machine Plans,https://wiki.guildwars.com/wiki/War_Machine_Plans,ArenaNet images|Quest item icons
War_Pick.png,War Pick,https://wiki.guildwars.com/wiki/War_Pick,ArenaNet weapon icons|Hammer icons|Promotional weapon icons
War_Supplies.png,War Supplies,https://wiki.guildwars.com/wiki/War_Supplies,ArenaNet item icons|Consumable icons|Reward trophy icons
Warden_Horn.png,Warden Horn,https://wiki.guildwars.com/wiki/Warden_Horn,ArenaNet images|Trophy icons
Warm_One.png,Warm One,https://wiki.guildwars.com/wiki/Warm_One,ArenaNet images|Quest item icons
Warrior_Ancient_Boots_f.png,Warrior Ancient Boots f,,ArenaNet armor icons|Warrior armor icons
Warrior_Ancient_Boots_m.png,Warrior Ancient Boots m,,ArenaNet armor icons|Warrior armor icons
Warrior_Ancient_Cuirass_f.png,Warrior Ancient Cuirass f,,ArenaNet armor icons|Warrior armor icons
Warrior_Ancient_Cuirass_m.png,Warrior Ancient Cuirass m,,ArenaNet armor icons|Warrior armor icons
Warrior_Ancient_Gauntlets_f.png,Warrior Ancient Gauntlets f,,ArenaNet armor icons|Warrior armor icons
Warrior_Ancient_Gauntlets_m.png,Warrior Ancient Gauntlets m,,ArenaNet armor icons|Warrior armor icons
Warrior_Ancient_Helm_f.png,Warrior Ancient Helm f,,ArenaNet armor icons|Warrior armor icons
Warrior_Ancient_Helm_m.png,Warrior Ancient Helm m,,ArenaNet armor icons|Warrior armor icons
Warrior_Ancient_Leggings_f.png,Warrior Ancient Leggings f,,ArenaNet armor icons|Warrior armor icons
Warrior_Ancient_Leggings_m.png,Warrior Ancient Leggings m,,ArenaNet armor icons|Warrior armor icons
Warrior_Ascalon_Boots_f.png,Warrior Ascalon Boots f,,ArenaNet armor icons|Warrior armor icons
Warrior_Ascalon_Boots_m.png,Warrior Ascalon Boots m,,ArenaNet armor icons|Warrior armor icons
Warrior_Ascalon_Cuirass_f.png,Warrior Ascalon Cuirass f,,ArenaNet armor icons|Warrior armor icons
Warrior_Ascalon_Cuirass_m.png,Warrior Ascalon Cuirass m,,ArenaNet armor icons|Warrior armor icons
Warrior_Ascalon_Gauntlets_f.png,Warrior Ascalon Gauntlets f,,ArenaNet armor icons|Warrior armor icons
Warrior_Ascalon_Gauntlets_m.png,Warrior Ascalon Gauntlets m,,ArenaNet armor icons|Warrior armor icons
Warrior_Ascalon_Helm_f.png,Warrior Ascalon Helm f,,ArenaNet armor icons|Warrior armor icons
Warrior_Ascalon_Helm_m.png,Warrior Ascalon Helm m,,ArenaNet armor icons|Warrior armor icons
Warrior_Ascalon_Leggings_f.png,Warrior Ascalon Leggings f,,ArenaNet armor icons|Warrior armor icons
Warrior_Ascalon_Leggings_m.png,Warrior Ascalon Leggings m,,ArenaNet armor icons|Warrior armor icons
Warrior_Asuran_Boots_f.png,Warrior Asuran Boots f,,ArenaNet armor icons|Warrior armor icons
Warrior_Asuran_Boots_m.png,Warrior Asuran Boots m,,ArenaNet armor icons|Warrior armor icons
Warrior_Asuran_Cuirass_f.png,Warrior Asuran Cuirass f,,ArenaNet armor icons|Warrior armor icons
Warrior_Asuran_Cuirass_m.png,Warrior Asuran Cuirass m,,ArenaNet armor icons|Warrior armor icons
Warrior_Asuran_Gauntlets_f.png,Warrior Asuran Gauntlets f,,ArenaNet images|Warrior armor icons
Warrior_Asuran_Gauntlets_m.png,Warrior Asuran Gauntlets m,,ArenaNet armor icons|Warrior armor icons
Warrior_Asuran_Helm_f.png,Warrior Asuran Helm f,,ArenaNet armor icons|Warrior armor icons
Warrior_Asuran_Helm_m.png,Warrior Asuran Helm m,,ArenaNet armor icons|Warrior armor icons
Warrior_Asuran_Leggings_f.png,Warrior Asuran Leggings f,,ArenaNet armor icons|Warrior armor icons
Warrior_Asuran_Leggings_m.png,Warrior Asuran Leggings m,,ArenaNet armor icons|Warrior armor icons
Warrior_Canthan_Boots_f.png,Warrior Canthan Boots f,,ArenaNet armor icons|Warrior armor icons
Warrior_Canthan_Boots_m.png,Warrior Canthan Boots m,,ArenaNet armor icons|Warrior armor icons
Warrior_Canthan_Cuirass_f.png,Warrior Canthan Cuirass f,,ArenaNet armor icons|Warrior armor icons
Warrior_Canthan_Cuirass_m.png,Warrior Canthan Cuirass m,,ArenaNet armor icons|Warrior armor icons
Warrior_Canthan_Gauntlets_f.png,Warrior Canthan Gauntlets f,,ArenaNet armor icons|Warrior armor icons
Warrior_Canthan_Gauntlets_m.png,Warrior Canthan Gauntlets m,,ArenaNet armor icons|Warrior armor icons
Warrior_Canthan_Helm_f.png,Warrior Canthan Helm f,,ArenaNet armor icons|Warrior armor icons
Warrior_Canthan_Helm_m.png,Warrior Canthan Helm m,,ArenaNet armor icons|Warrior armor icons
Warrior_Canthan_Leggings_f.png,Warrior Canthan Leggings f,,ArenaNet armor icons|Warrior armor icons
Warrior_Canthan_Leggings_m.png,Warrior Canthan Leggings m,,ArenaNet armor icons|Warrior armor icons
Warrior_Gladiator_Boots_f.png,Warrior Gladiator Boots f,,ArenaNet armor icons|Warrior armor icons
Warrior_Gladiator_Boots_m.png,Warrior Gladiator Boots m,,ArenaNet armor icons|Warrior armor icons
Warrior_Gladiator_Gauntlets_f.png,Warrior Gladiator Gauntlets f,,ArenaNet armor icons|Warrior armor icons
Warrior_Gladiator_Gauntlets_m.png,Warrior Gladiator Gauntlets m,,ArenaNet armor icons|Warrior armor icons
Warrior_Gladiator_Hauberk_f.png,Warrior Gladiator Hauberk f,,ArenaNet armor icons|Warrior armor icons
Warrior_Gladiator_Hauberk_m.png,Warrior Gladiator Hauberk m,,ArenaNet armor icons|Warrior armor icons
Warrior_Gladiator_Helm_f.png,Warrior Gladiator Helm f,,ArenaNet armor icons|Warrior armor icons
Warrior_Gladiator_Helm_m.png,Warrior Gladiator Helm m,,ArenaNet armor icons|Warrior armor icons
Warrior_Gladiator_Leggings_f.png,Warrior Gladiator Leggings f,,ArenaNet armor icons|Warrior armor icons
Warrior_Gladiator_Leggings_m.png,Warrior Gladiator Leggings m,,ArenaNet armor icons|Warrior armor icons
Warrior_Heavy_Breastplate_f.png,Warrior Heavy Breastplate f,,ArenaNet armor icons|Warrior armor icons
Warrior_Heavy_Breastplate_m.png,Warrior Heavy Breastplate m,,ArenaNet armor icons|Warrior armor icons
Warrior_Ironfist_Gauntlets_f.png,Warrior Ironfist Gauntlets f,,ArenaNet armor icons|Warrior armor icons
Warrior_Ironfist_Gauntlets_m.png,Warrior Ironfist Gauntlets m,,ArenaNet armor icons|Warrior armor icons
Warrior_Istani_Boots_f.png,Warrior Istani Boots f,,ArenaNet armor icons|Warrior armor icons
Warrior_Istani_Boots_m.png,Warrior Istani Boots m,,ArenaNet armor icons|Warrior armor icons
Warrior_Istani_Cuirass_f.png,Warrior Istani Cuirass f,,ArenaNet armor icons|Warrior armor icons
Warrior_Istani_Cuirass_m.png,Warrior Istani Cuirass m,,ArenaNet armor icons|Warrior armor icons
Warrior_Istani_Gauntlets_f.png,Warrior Istani Gauntlets f,,ArenaNet armor icons|Warrior armor icons
Warrior_Istani_Gauntlets_m.png,Warrior Istani Gauntlets m,,ArenaNet armor icons|Warrior armor icons
Warrior_Istani_Helm_f.png,Warrior Istani Helm f,,ArenaNet armor icons|Warrior armor icons
Warrior_Istani_Helm_m.png,Warrior Istani Helm m,,ArenaNet armor icons|Warrior armor icons
Warrior_Istani_Leggings_f.png,Warrior Istani Leggings f,,ArenaNet armor icons|Warrior armor icons
Warrior_Istani_Leggings_m.png,Warrior Istani Leggings m,,ArenaNet armor icons|Warrior armor icons
Warrior_Krytan_Boots_f.png,Warrior Krytan Boots f,,ArenaNet armor icons|Warrior armor icons
Warrior_Krytan_Boots_m.png,Warrior Krytan Boots m,,ArenaNet armor icons|Warrior armor icons
Warrior_Krytan_Cuirass_f.png,Warrior Krytan Cuirass f,,ArenaNet armor icons|Warrior armor icons
Warrior_Krytan_Cuirass_m.png,Warrior Krytan Cuirass m,,ArenaNet armor icons|Warrior armor icons
Warrior_Krytan_Gauntlets_f.png,Warrior Krytan Gauntlets f,,ArenaNet armor icons|Warrior armor icons
Warrior_Krytan_Gauntlets_m.png,Warrior Krytan Gauntlets m,,ArenaNet armor icons|Warrior armor icons
Warrior_Krytan_Helm_f.png,Warrior Krytan Helm f,,ArenaNet armor icons|Warrior armor icons
Warrior_Krytan_Helm_m.png,Warrior Krytan Helm m,,ArenaNet armor icons|Warrior armor icons
Warrior_Krytan_Leggings_f.png,Warrior Krytan Leggings f,,ArenaNet armor icons|Warrior armor icons
Warrior_Krytan_Leggings_m.png,Warrior Krytan Leggings m,,ArenaNet armor icons|Warrior armor icons
Warrior_Kurzick_Boots_f.png,Warrior Kurzick Boots f,,ArenaNet armor icons|Warrior armor icons
Warrior_Kurzick_Boots_m.png,Warrior Kurzick Boots m,,ArenaNet armor icons|Warrior armor icons
